triples,predictions,actuals
English_Without_Tears cinematography Bernard_Knowles English_Without_Tears editing Alan_Jaggs English_Without_Tears musicComposer Nicholas_Brodszky English_Without_Tears runtime 89.0 ,"English Without Tears, which was edited by Alan Jaggs and Bernard Knowles, has a runtime of 89.0. It was composed by Nicholas Brodszky.",English Without Tears was musically composed by Nicholas Brodszky and is edited by Alan Jaggs. All cinematography is done by Bernard Knowles and it has a run time of 89 minutes.
Brandon_Carter almaMater University_of_Cambridge Brandon_Carter birthPlace England Brandon_Carter doctoralAdvisor Dennis_William_Sciama Brandon_Carter knownFor Carter_constant Brandon_Carter knownFor No-hair_theorem Brandon_Carter professionalField General_relativity ,Brandon Carter was born in England and studied at the University of Cambridge. He is known for his work in general relativity and his doctoral advisor was Dennis William Sciama. He is also known for the Carter constant and the no-hair theorem.,"Brandon Carter was born in England. He graduated from the University of Cambridge, where Dennis William Sciama was his doctoral advisor. Carter is a professional in the field of general relativity. He is known for the Carter Constant and for his contributions to the no-hair theorem."
Turn_Me_On_(album) artist The_Honeymoon_Killers_(American_band) Turn_Me_On_(album) genre Punk_blues Turn_Me_On_(album) producer The_Honeymoon_Killers_(American_band) Turn_Me_On_(album) runtime 35.1 ,"The Honeymoon Killers, an American band, produced the album Turn Me On which is a Punk blues album with a runtime of 35.1.","The album Turn Me On, a punk blues genre , by the Honeymoon Killers has a run time of 35.1 minutes. The Honeymoon Killers self-produced their album."
Istanbul populationMetroDensity 2691.0 ,Istanbul has a population density of 2691.0.,The population density of the Istanbul metro area is 2691 people per square kilometer.
Trane location Ireland ,Trane is located in Ireland.,The location of Trane is in Ireland.
"Adams_County,_Pennsylvania hasToItsSouthwest Frederick_County,_Maryland 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania ","The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania, which has Frederick County, Maryland to its southwest.","The location of the 11th Mississippi Infantry Monument is Adams County, Pennsylvania, which has Frederick County, Maryland to its southwest."
Turn_Me_On_(album) producer The_Honeymoon_Killers_(American_band) ,The Honeymoon Killers (American band) produced the album Turn Me On.,"The American band, the Honeymoon Killers, self-produced its album called Turn Me On."
English_Without_Tears cinematography Bernard_Knowles English_Without_Tears editing Alan_Jaggs English_Without_Tears producer Anatole_de_Grunwald ,English Without Tears was produced by Anatole de Grunwald and Bernard Knowles. Alan Jaggs edited the film and Alan Jaggs was the cinematographer.,"English Without Tears was edited by Alan Jaggs, produced by Anatole de Grunwald, with Bernard Knowles as the cinematographer."
Nurhan_Atasoy birthDate 1934-01-01 Nurhan_Atasoy birthPlace Turkey Nurhan_Atasoy citizenship Turkey Nurhan_Atasoy nationality Turkish_people Nurhan_Atasoy residence Istanbul Nurhan_Atasoy residence Turkey ,"Nurhan Atasoy was born on January 1, 1934 in Turkey. He is a citizen of Turkey and resides in Istanbul. He is a national of the Turkish people.","Nurhan Atasoy was born on January 1st, 1934, in Turkey. He is both of Turkish nationality and a Turkish citizen. Atasoy currently lives in Turkey. One of his residences was in Istanbul."
Olga_Bondareva almaMater Leningrad_State_University Olga_Bondareva professionalField Economics ,Olga Bondareva graduated from Leningrad State University and worked in the field of Economics.,"Olga Bondareva, who was a professional in the field of Economics, was a student at Leningrad State University."
Karlsruhe areaTotal 173.46 Liselotte_Grschebina birthPlace Karlsruhe ,"Liselotte Grschebina was born in Karlsruhe, which has a total area of 173.46.","Liselotte Grschebina was born in Karlsruhe, with a total area of |is 173.46."
The_Fellowship_of_the_Ring literaryGenre Fantasy_(genre) The_Fellowship_of_the_Ring publisher George_Allen_&_Unwin ,The Fellowship of the Ring is published by George Allen & Unwin and is a fantasy novel.,"The Fellowship of the Ring, from the fantasy genre, was published by George Allen & Unwin."
"Universal_Music_Group location Santa_Monica,_California Polydor_Records location London Bootleg_Series_Volume_1:_The_Quine_Tapes recordLabel Polydor_Records Bootleg_Series_Volume_1:_The_Quine_Tapes recordLabel Universal_Music_Group ","The record label of Bootleg Series Volume 1: The Quine Tapes is Polydor Records which is located in London. The record label of Universal Music Group is Santa Monica, California.","The Bootleg Series Volume I: The Quine Tapes is released by the record label Polydor Records, located in London and The Universal Music Group, located in Santa Monica, California."
Al_Asad_Airbase location Iraq Al_Asad_Airbase operatingOrganisation United_States_Air_Force ,Al Asad Airbase is located in Iraq and is operated by the United States Air Force.,Al Asad Airbase in Iraq is operated by the United States Air Force.
"Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense fullName ""Agremiação Sportiva Arapiraquense"" Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Estádio_Municipal_Coaracy_da_Mata_Fonseca location Arapiraca Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 Agremiação_Sportiva_Arapiraquense season 2015 ","Agremiaço Sportiva Arapiraquense, full name ""Agremiaço Sportiva Arapiraquense"", play in the Campeonato Brasileiro Série C league in Brazil. Their ground is the Estadio Municipal Coaracy da Mata Fonseca in Arapiraca. They have 17000 members.","The Agremiação Sportiva Arapiraquense club with 17000 members play in the Campeonato Brasileiro Série C league in 2015 based in Brazil. The full name of Agremiação Sportiva Arapiraquense is ""Agremiação Sportiva Arapiraquense"" and their ground is the Estadio Municipal Coaracy da Mata Fonseca located in Arapiraca."
"Super_Capers gross 30955.0 Super_Capers runtime 98.0 Super_Capers starring Tom_Lister,_Jr. Super_Capers writer Ray_Griggs_(director) ","Super Capers, starring Tom Lister Jr., was written by Ray Giles and directed by him. It has a runtime of 98 minutes and a gross of 30955.0.","Super Capers, starring Tom Lister Jr. was written by Ray Griggs. The film is 98 minutes long and made $30955.0 at the box office."
"11th_Mississippi_Infantry_Monument established 2000 Adams_County,_Pennsylvania hasToItsWest Franklin_County,_Pennsylvania 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania ","The 11th Mississippi Infantry Monument was established in 2000 and is located in Adams County, Pennsylvania. Adams County has Franklin County to its west.","Pennsylvania's Franklin County is found to the west of Adams County, the location of the 11th Mississippi Infantry Monument, erected in 2000."
Lady_Anne_Monson birthDate 1726-01-01 Lady_Anne_Monson birthPlace Darlington Lady_Anne_Monson birthPlace Kingdom_of_England Lady_Anne_Monson deathDate 1776-02-18 Lady_Anne_Monson spouse George_Monson ,"Lady Anne Monson was born in Darlington, Kingdom of England on January 1st, 1726. She was married to George Monson and died on February 18th, 1776.","Lady Anne Monson was born in Darlington, Kingdom of England on the date January 1, 1726 and became the spouse of George Monson before her death on February 18th, 1776."
"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall buildingStartDate ""30 March 2007"" Mason_School_of_Business country United_States Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall location Virginia Alan_B._Miller_Hall owner College_of_William_&_Mary ","The Mason School of Business are the current tenants of Alan B Miller Hall, which was designed by Robert A M Stern and is located at 101 Ukrop Way, Virginia. The Hall is owned by the College of William and Mary and construction began on 30 March 2007.","The architect of Alan B Miller Hall, owned by The College of William and Mary, is Robert A M Stern and it is situated at 101 Ukrop Way, Virginia, USA. They started to build the Alan B Miller Hall on the 30th of March, 2007 and The Mason School of Business are now its tenants."
English_Without_Tears runtime 89.0 ,English Without Tears has a runtime of 89.0.,English Without Tears is a film with a running time of 89 minutes.
Post-metal instrument Synthesizer ,The Synthesizer is a post-metal instrument.,The synthesizer is an instrument of post-metal.
Expect_a_Miracle artist Brian_Kelly_(composer_&_pianist) Expect_a_Miracle genre Easy_listening Expect_a_Miracle producer Brian_Kelly_(composer_&_pianist) ,The composer and pianist Brian Kelly is the producer of the easy listening album Expect a Miracle.,Expect a Miracle is an easy listening album produced and written by Brian Kelly.
"New_Hampshire bird Purple_finch Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California ","Alan Shepard was born in New Hampshire on November 18th, 1923. He died in California. The purple finch is a bird in New Hampshire.",Alan Shepard died in California but was born in 1923 in New Hampshire. New Hampshire counts the purple finch amongst its native birds.
1147_Stavropolis absoluteMagnitude 11.5 1147_Stavropolis apoapsis 418476000000.0 1147_Stavropolis discoverer Grigory_Neujmin 1147_Stavropolis orbitalPeriod 1249.6 1147_Stavropolis periapsis 260855000000.0 ,Grigory Neujmin discovered 1147 Stavropolis which has an orbital period of 1249.6 and an absolute magnitude of 11.5. It has a periapsis of 260855000000.0 and an apoapsis of 418476000000.0.,"1147 Stavropolis, an asteroid with an orbital period of 1249.6 days with 11.5 absolute magnitude, was discovered by Grigory Neujmin. This asteroid has an apoapsis of 418476000000.0 and periapsis of 260855000000.0."
Nord_(Year_of_No_Light_album) artist Year_of_No_Light Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) genre Sludge_metal Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 ,"The album, Year of No Light, was released on September 6th 2006 and was followed by Live at Roadburn 2008. The album is a sludge metal album.","Nord, a sludge metal album by Year of No Light, was released on September 6, 2006 and was followed by Live at Roadburn 2008."
Expect_a_Miracle followedBy Afterplay_(Brian_Kelly_album) Expect_a_Miracle precededBy Pools_of_Light_(Brian_Kelly_album) Expect_a_Miracle type Compilation_Album ,Expect a Miracle is a compilation album that was preceded by Pools of Light and Afterplay. It was produced by Brian Kelly.,Brain Kelly's Expect a Miracle was a compilation album that was preceded by Pools of Light and followed by Afterplay.
Pontiac_Rageous assembly Michigan Michigan language English_language ,The Pontiac Rageous is assembled in Michigan where English is spoken.,The Pontiac Rageous is assembled in English speaking Michigan.
Lady_Anne_Monson nationality Kingdom_of_England Lady_Anne_Monson residence India Lady_Anne_Monson spouse George_Monson ,Lady Anne Monson is a national of the Kingdom of England and lives in India. She is married to George Monson.,Lady Anne Monson is from the Kingdom of England. She resided in India and was married to George Monson.
Bedford_Aerodrome icaoLocationIdentifier EGBF Bedford_Aerodrome runwaySurfaceType Concrete ,Bedford Aerodrome has the ICAO location identifier EGBF and a runway surface made of concrete.,Bedford Aerodrome with concrete runway has EGBF as its International Civil Aviation Organization (ICAO) identifier.
Super_Capers budget 2000000.0 Super_Capers gross 30955.0 Super_Capers runtime 98.0 Super_Capers starring Justin_Whalin ,"Super Capers, starring Justin Whale, has a budget of 2000000.0 and a runtime of 98 minutes. Its gross is 30955.0.","Super Capers, which starred Justin Whalin, has a budget of 2000000, running time of 98 minutes and made $309555.0 at the box office."
Detroit isPartOf Michigan ,Detroit is part of Michigan.,The city of Detroit is part of Michigan.
Nurhan_Atasoy birthDate 1934-01-01 Nurhan_Atasoy citizenship Turkey Nurhan_Atasoy nationality Turkish_people Nurhan_Atasoy residence Istanbul ,"Nurhan Atasoy was born on January 1, 1934 and lives in Istanbul. He is a citizen of Turkey and a national of the Turkish people.","Nurhan Atasoy (born January 1, 1934) was a Turkish citizen and national who had a residence in Istanbul."
Israel areaTotal 20769100000.0 Liselotte_Grschebina birthPlace German_Empire Liselotte_Grschebina nationality Israel Israel officialLanguage Modern_Standard_Arabic Liselotte_Grschebina training School_of_Applied_Arts_in_Stuttgart ,"Liselotte Grschebina was born in the German Empire and trained at the School of Applied Arts in Stuttgart. She is a national of Israel, where the official language is Modern Standard Arabic and the total area is 20769100000.0.","Liselotte Grschebina was born in the German Empire, did her studies at the School of Applied Arts in Stuttgart and is an Israeli national. Israel has a total area of 20,769 square kilometers and one of the official languages of Israel Is Modern Standard Arabic."
"11th_Mississippi_Infantry_Monument established 2000 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania 11th_Mississippi_Infantry_Monument municipality Gettysburg,_Pennsylvania ","The 11th Mississippi Infantry Monument is located in Adams County, Gettysburg, Pennsylvania and was established in 2000.","The 11th Mississippi Infantry Monument was established in 2000 in the municipality of Gettysburg, Adams County, Pennsylvania."
Kingdom_of_England dissolutionYear 1707 ,The Kingdom of England was dissolution in 1707.,The dissolution of the Kingdom of England took place in 1707.
Bionico country Mexico Bionico course Dessert Mexico currency Mexican_peso Bionico region Guadalajara ,"Bionico is a dessert found in Guadalajara, Mexico. The currency in Mexico is the peso.","Bionico is a food found in Mexico. Peso is the Mexican currency. Bionico is a dish served for dessert, from the Guadalajara region."
McVeagh_of_the_South_Seas director Cyril_Bruce McVeagh_of_the_South_Seas director Harry_Carey_(actor_born_1878) McVeagh_of_the_South_Seas starring Harry_Carey_(actor_born_1878) ,McVeagh of the South Seas was directed by Cyril Bruce and starred Harry Carey (born in 1878).,"Harry Carey, born in 1878, both directed and had a role in McVeagh of the South Seas. The film was also directed by Cyril Bruce."
Bionico country Mexico Mexico currency Mexican_peso Mexico demonym Mexicans Bionico ingredient Granola Bionico region Guadalajara ,"Bionico is a food found in Guadalajara, Mexico. Granola is an ingredient in Bionico and the currency is the Mexican peso. The people of Mexico are called Mexicans.",Bionico (made with granola) is a food found in Guadalajara in Mexico. The currency of Mexico is the peso inhabited by Mexicans.
Dijon country France ,Dijon is in France.,Dijon is in the country of France.
"Adams_County,_Pennsylvania hasToItsNorth Cumberland_County,_Pennsylvania 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania ","The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania, which has Cumberland County to its north.","Cumberland county, Pennsylvania is north of Adams County, Pennsylvania which is the location of the 11th Mississippi Infantry Monument."
Mermaid_(Train_song) genre Pop_rock Mermaid_(Train_song) runtime 3.16 ,Mermaid is a pop rock song with a runtime of 3.16.,The pop rock song Mermaid by Train has a total runtime of three minutes and sixteen seconds.
Squeeze_(The_Velvet_Underground_album) followedBy 1969:_The_Velvet_Underground_Live ,1969: The Velvet Underground Live followed Squeeze from the album.,The Velvet Underground album Squeeze was followed by the live album 1969: The Velvet Underground Live.
Ciudad_Ayala country Mexico ,Ciudad Ayala is located in Mexico.,Ciudad Ayala is a city in Mexico.
Mermaid_(Train_song) genre Pop_rock Mermaid_(Train_song) musicalBand Train_(band) Mermaid_(Train_song) releaseDate 2012-12-27 Mermaid_(Train_song) runtime 3.16 ,Mermaid (Train song) is a pop rock song released on 27 December 2012 and has a runtime of 3.16. It was written by Train.,"Mermaid, a 3.16 minute pop rock song was released on the 27th of December, 2012, by the musical band, Train."
Michael_Rooker birthYear 1955-01-01 Justin_Whalin occupation Presenter Super_Capers starring Justin_Whalin Super_Capers starring Michael_Rooker ,"Michael Rooker was born on January 1, 1955 and is the presenter of the TV series Super Capers. Justin Whale is a presenter of the show.",Justin Whalin was a presenter before starting in the movie Super Capers alongside Michael Rooker. Rooker was born in 1955.
Super_Capers distributor Lionsgate Super_Capers distributor Roadside_Attractions Roadside_Attractions foundingYear 2003-01-01 Super_Capers starring Justin_Whalin ,"The distributor of Super Capers, starring Justin Whale, is Roadside Attractions, which was founded on January 1, 2003. Lionsgate is the distributor of Super Capers.",Super Capers was a film starring Justin Whalin distributed by Lionsgate and Roadside Attractions. Attractions was founded in 2003.
Istanbul areaMetro 5343000000.0 ,Istanbul has a metro area of 5343000000.0.,Istanbul has a metropolitan area of 5343000000.0.
Bionico country Mexico Bionico course Dessert Mexico currency Mexican_peso Mexico demonym Mexicans Mexico leader Silvano_Aureoles_Conejo Bionico region Guadalajara ,"Bionico is a dessert found in Guadalajara, Mexico. The leader of Mexico is Silvano Aureoles Conejo and the currency is the Mexican peso.","Bionico is a dessert found in Guadalajara, Mexico, where the leader is Silvano Aureoles Conejo, and its inhabitants, the Mexicans, use the peso as their currency."
Nie_Haisheng birthPlace Zaoyang Nie_Haisheng birthPlace Hubei Nie_Haisheng mission Shenzhou_10 ,"Nie Haisheng was born in Hubei, Zaoyang and was a member of the Shenzhou 10 mission.","Nie Haisheng born in Zaoyang, Hubei Province took part in the Shenzhou 10 mission."
Campeonato_Brasileiro_Série_C champions Vila_Nova_Futebol_Clube Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Estádio_Municipal_Coaracy_da_Mata_Fonseca location Arapiraca Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 Agremiação_Sportiva_Arapiraquense season 2015 ,"Agremiaço Sportiva Arapiraquense play at Estadio Municipal Coaracy da Mata Fonseca in Arapiraca, Brazil. They have 17000 members and played in the 2015 Campeonato Brasileiro Série C league, the champions of which, are Vila Nova Futebol Clube.","Estádio Municipal Coaracy da Mata Fonseca is the name of the ground of Agremiação Sportiva Arapiraquense & located in Arapiraca. Agremiação Sportiva Arapiraquense play in the Campeonato Brasileiro Série C league from Brazil (champions were The Vila Nova Futebol Clube), played in the 2015 season, and has 17000 members."
Adolfo_Suárez_Madrid–Barajas_Airport elevationAboveTheSeaLevel 610.0 Adolfo_Suárez_Madrid–Barajas_Airport location Paracuellos_de_Jarama Adolfo_Suárez_Madrid–Barajas_Airport operatingOrganisation ENAIRE Adolfo_Suárez_Madrid–Barajas_Airport runwayLength 3500.0 ,Adolfo Suárez Madrid–Barajas Airport is located in Paracuellos de Jarama and is operated by ENAIRE. It is 610 metres above sea level and has a runway length of 3500.,The Enaire operated Adolfo Suarez Madrid-Barajas Airport is based in Paracuellos de Jarama. It has a runway length of 3500 metres and is at an elevation of 610 metres above sea level.
