triples,predictions,actuals
Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn San_Francisco ,Bootleg Series Volume 1: The Quine Tapes was recorded in San Francisco.,The Bootleg Series Volume I: The Quine Tapes are recorded in San Francisco.
"Olga_Bondareva birthPlace Leningrad,_USSR Olga_Bondareva deathDate 1991-12-09 Olga_Bondareva deathPlace Saint_Petersburg Olga_Bondareva professionalField Economics Olga_Bondareva professionalField Mathematics ","Olga Bondareva was born in Leningrad, USSR and died in Saint Petersburg on 1991-12-09. She was an economist and a professional mathematician.","Olga Bondareva was born in Leningrad, USSR and worked in Mathematics and Economics until her death in 1991 in Saint Petersburg."
Nord_(Year_of_No_Light_album) genre Post-metal Nord_(Year_of_No_Light_album) runtime 58.41 ,The album Nord (Year of No Light) has a runtime of 58.41 and is in the Post-metal genre.,Nord is a post-metal album created by the band Year of No Light and has a runtime of 58 minutes and 41 seconds.
Ciudad_Ayala elevationAboveTheSeaLevel 1147.0 ,Ciudad Ayala is 1147.0 above sea level.,Ciudad Ayala is 1147m above sea level.
Expect_a_Miracle followedBy Afterplay_(Brian_Kelly_album) Expect_a_Miracle producer Brian_Kelly_(composer_&_pianist) ,"Brian Kelly is the composer and pianist of Expect a Miracle, which was followed by Afterplay.","Expect a Miracle, produced by Brian Kelly, was followed by Afterplay by Brian Kelly."
It's_Great_to_Be_Young_(1956_film) musicComposer Louis_Levy It's_Great_to_Be_Young_(1956_film) starring Cecil_Parker ,Louis Levy composed the music for the 1956 film It's Great to Be Young which starred Cecil Parker.,Louis Levy is the music composer of It's Great to Be Young a 1956 film starring Cecil Parker.
English_Without_Tears editing Alan_Jaggs English_Without_Tears musicComposer Nicholas_Brodszky English_Without_Tears runtime 89.0 ,"English Without Tears, edited by Alan Jaggs, has a runtime of 89.0 and the music composer is Nicholas Brodszky.","English Without Tears is a film with a running time of 89 minutes, which was edited by Alan Jaggs, with Nicholas Brodszky as the music composer."
"11th_Mississippi_Infantry_Monument category Contributing_property 11th_Mississippi_Infantry_Monument country ""United States"" Adams_County,_Pennsylvania hasToItsNorth Cumberland_County,_Pennsylvania Adams_County,_Pennsylvania hasToItsSoutheast Carroll_County,_Maryland 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania 11th_Mississippi_Infantry_Monument municipality Gettysburg,_Pennsylvania ","The 11th Mississippi Infantry Monument is located in the municipality of Gettysburg, Adams County, Pennsylvania, United States. It is categorised as a contributing property. Adams County is located to the north of Cumberland County and to the southeast of Carroll County, Maryland.","The 11th Mississippi Infantry Monument is located in the United States in the municipality of Gettysburg which is in Adams County, Pennsylvania. To the southeast of Adams County, Pennsylvania lies Carroll County, Maryland while to its north is Cumberland County, Pennsylvania. The monument falls under the category of Contributing property."
Ciudad_Ayala country Mexico Ciudad_Ayala elevationAboveTheSeaLevel 1147.0 Ciudad_Ayala populationDensity 1604.0 Ciudad_Ayala timeZone Pacific_Daylight_Time ,Ciudad Ayala is located in Mexico and has a population density of 1604.0 and is 1147.0 above sea level. It is in the Pacific Daylight Time zone.,Ciudad Ayala (located in the country of Mexico) is in the PDT time zone. Its elevation above sea level is 1147.0 and the city has a population density of 1604.0.
Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Mermaid_(Train_song) genre Reggae Mermaid_(Train_song) producer Espionage_(production_team) Mermaid_(Train_song) recordLabel Columbia_Records Mermaid_(Train_song) recordLabel Sony_Music_Entertainment Mermaid_(Train_song) runtime 3.16 ,The song Mermaid (Train song) is reggae and was produced by Espionage. It was recorded by Columbia Records and Sony Music Entertainment. It has a runtime of 3.16. It was followed by Imagine (John Lennon song).,The Train song Mermaid had been released under the Sony Music Entertainment and Columbia record labels The song lasts 3.16 minutes and is in the reggae genre. It was produced by the Espionage production team and was followed by the band’s cover of the John Lennon song Imagine.
United_States areaTotal 9833520000000.0 Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn San_Francisco Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn United_States San_Francisco utcOffset &minus;7 ,"Bootleg Series Volume 1: The Quine Tapes was recorded in San Francisco, United States, which has a UTC offset of -7. The total area of the United States is 9833520000000.0.","Bootleg Series Volume 1: The Quine Tapes was recorded in San Francisco whose timezone is UTC-7, in the United States which has a total land area of 9833520000000 square kilometers."
Mermaid_(Train_song) genre Pop_rock Pop_rock musicFusionGenre Baroque_pop ,The mermaid is a train song in the pop rock genre. Baroque pop is a fusion genre of pop rock.,"Mermaid, a song by the band Train, belongs to the genre of pop rock. An offshoot of pop rock is the fusion genre Baroque pop."
English_Without_Tears cinematography Bernard_Knowles English_Without_Tears editing Alan_Jaggs English_Without_Tears musicComposer Nicholas_Brodszky English_Without_Tears runtime 89.0 ,"English Without Tears, edited by Alan Jaggs, has a runtime of 89 minutes. Nicholas Brodszky composed the music and the cinematography was done by Bernard Knowles.",English Without Tears was musically composed by Nicholas Brodszky and is edited by Alan Jaggs. All cinematography is done by Bernard Knowles and it has a run time of 89 minutes.
Brandon_Carter almaMater University_of_Cambridge Brandon_Carter birthPlace England Brandon_Carter doctoralAdvisor Dennis_William_Sciama Brandon_Carter knownFor Carter_constant Brandon_Carter knownFor No-hair_theorem Brandon_Carter professionalField General_relativity ,Brandon Carter was born in England and studied at the University of Cambridge. He is known for the Carter constant and the No-hair theorem. His doctoral advisor was Dennis William Sciama and he is a professional in general relativity.,"Brandon Carter was born in England. He graduated from the University of Cambridge, where Dennis William Sciama was his doctoral advisor. Carter is a professional in the field of general relativity. He is known for the Carter Constant and for his contributions to the no-hair theorem."
Turn_Me_On_(album) artist The_Honeymoon_Killers_(American_band) Turn_Me_On_(album) genre Punk_blues Turn_Me_On_(album) producer The_Honeymoon_Killers_(American_band) Turn_Me_On_(album) runtime 35.1 ,Turn Me On is a 35.1 minute album produced by The Honeymoon Killers and performed by The Honeymoon Killers (American band). The genre of the album is punk blues.,"The album Turn Me On, a punk blues genre , by the Honeymoon Killers has a run time of 35.1 minutes. The Honeymoon Killers self-produced their album."
Istanbul populationMetroDensity 2691.0 ,The population density of the metro in Istanbul is 2691.0.,The population density of the Istanbul metro area is 2691 people per square kilometer.
Trane location Ireland ,Trane is located in Ireland.,The location of Trane is in Ireland.
"Adams_County,_Pennsylvania hasToItsSouthwest Frederick_County,_Maryland 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania ","The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania, which has Frederick County, Maryland to its southwest.","The location of the 11th Mississippi Infantry Monument is Adams County, Pennsylvania, which has Frederick County, Maryland to its southwest."
Turn_Me_On_(album) producer The_Honeymoon_Killers_(American_band) ,The Honeymoon Killers are the producers of the album Turn Me On.,"The American band, the Honeymoon Killers, self-produced its album called Turn Me On."
English_Without_Tears cinematography Bernard_Knowles English_Without_Tears editing Alan_Jaggs English_Without_Tears producer Anatole_de_Grunwald ,English Without Tears was produced by Anatole de Grunwald and edited by Alan Jaggs. Bernard Knowles was the cinematographer.,"English Without Tears was edited by Alan Jaggs, produced by Anatole de Grunwald, with Bernard Knowles as the cinematographer."
Nurhan_Atasoy birthDate 1934-01-01 Nurhan_Atasoy birthPlace Turkey Nurhan_Atasoy citizenship Turkey Nurhan_Atasoy nationality Turkish_people Nurhan_Atasoy residence Istanbul Nurhan_Atasoy residence Turkey ,Nurhan Atasoy was born on 1934-01-01 in Turkey. He is a Turkish national who lives in Istanbul. He is a Turkish citizen who resides in Turkey.,"Nurhan Atasoy was born on January 1st, 1934, in Turkey. He is both of Turkish nationality and a Turkish citizen. Atasoy currently lives in Turkey. One of his residences was in Istanbul."
Olga_Bondareva almaMater Leningrad_State_University Olga_Bondareva professionalField Economics ,Olga Bondareva graduated from the Leningrad State University and her profession is Economics.,"Olga Bondareva, who was a professional in the field of Economics, was a student at Leningrad State University."
Karlsruhe areaTotal 173.46 Liselotte_Grschebina birthPlace Karlsruhe ,"Liselotte Grschebina was born in Karlsruhe, which has a total area of 173.46.","Liselotte Grschebina was born in Karlsruhe, with a total area of |is 173.46."
The_Fellowship_of_the_Ring literaryGenre Fantasy_(genre) The_Fellowship_of_the_Ring publisher George_Allen_&_Unwin ,"The Fellowship of the Ring, published by George Allen & Unwin, is a work of fantasy.","The Fellowship of the Ring, from the fantasy genre, was published by George Allen & Unwin."
"Universal_Music_Group location Santa_Monica,_California Polydor_Records location London Bootleg_Series_Volume_1:_The_Quine_Tapes recordLabel Polydor_Records Bootleg_Series_Volume_1:_The_Quine_Tapes recordLabel Universal_Music_Group ","Bootleg Series Volume 1: The Quine Tapes is released by Polydor Records, located in London. The record label is Universal Music Group, located in Santa Monica, California.","The Bootleg Series Volume I: The Quine Tapes is released by the record label Polydor Records, located in London and The Universal Music Group, located in Santa Monica, California."
Al_Asad_Airbase location Iraq Al_Asad_Airbase operatingOrganisation United_States_Air_Force ,Al Asad Airbase is located in Iraq and is operated by the United States Air Force.,Al Asad Airbase in Iraq is operated by the United States Air Force.
"Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense fullName ""Agremiação Sportiva Arapiraquense"" Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Estádio_Municipal_Coaracy_da_Mata_Fonseca location Arapiraca Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 Agremiação_Sportiva_Arapiraquense season 2015 ","Agremiação Sportiva Arapiraquense (abbreviated to Agremiação Sportiva Arapiraquense) has 17000 members and their full name is ""Agremiação Sportiva Arapiraquense"". They play in the Campeonato Brasileiro Série C league in Brazil and their home ground is the Estadio Municipal Coaracy da Mata Fonseca in Arapiraca. They played in the 2015 season.","The Agremiação Sportiva Arapiraquense club with 17000 members play in the Campeonato Brasileiro Série C league in 2015 based in Brazil. The full name of Agremiação Sportiva Arapiraquense is ""Agremiação Sportiva Arapiraquense"" and their ground is the Estadio Municipal Coaracy da Mata Fonseca located in Arapiraca."
"Super_Capers gross 30955.0 Super_Capers runtime 98.0 Super_Capers starring Tom_Lister,_Jr. Super_Capers writer Ray_Griggs_(director) ","Super Capers, starring Tom Lister Jr, has a runtime of 98 minutes and a gross of 30955.0. It was written and directed by Ray Griggs.","Super Capers, starring Tom Lister Jr. was written by Ray Griggs. The film is 98 minutes long and made $30955.0 at the box office."
"11th_Mississippi_Infantry_Monument established 2000 Adams_County,_Pennsylvania hasToItsWest Franklin_County,_Pennsylvania 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania ","The 11th Mississippi Infantry Monument was established in 2000 and is located in Adams County, Pennsylvania. Adams County is located to the east of Franklin County, Pennsylvania.","Pennsylvania's Franklin County is found to the west of Adams County, the location of the 11th Mississippi Infantry Monument, erected in 2000."
Lady_Anne_Monson birthDate 1726-01-01 Lady_Anne_Monson birthPlace Darlington Lady_Anne_Monson birthPlace Kingdom_of_England Lady_Anne_Monson deathDate 1776-02-18 Lady_Anne_Monson spouse George_Monson ,"Lady Anne Monson was born in Darlington, Kingdom of England on 1726-01-01. She married George Monson and died on 1776-02-18.","Lady Anne Monson was born in Darlington, Kingdom of England on the date January 1, 1726 and became the spouse of George Monson before her death on February 18th, 1776."
"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall buildingStartDate ""30 March 2007"" Mason_School_of_Business country United_States Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall location Virginia Alan_B._Miller_Hall owner College_of_William_&_Mary ",The Mason School of Business is located in the United States and is the current tenant of Alan B Miller Hall in Virginia. The Hall was designed by Robert A M Stern and construction began on 30 March 2007. The Hall is owned by the College of William and Mary.,"The architect of Alan B Miller Hall, owned by The College of William and Mary, is Robert A M Stern and it is situated at 101 Ukrop Way, Virginia, USA. They started to build the Alan B Miller Hall on the 30th of March, 2007 and The Mason School of Business are now its tenants."
English_Without_Tears runtime 89.0 ,English Without Tears has a runtime of 89.0.,English Without Tears is a film with a running time of 89 minutes.
Post-metal instrument Synthesizer ,Synthesizer is an instrument used in Post-metal.,The synthesizer is an instrument of post-metal.
Expect_a_Miracle artist Brian_Kelly_(composer_&_pianist) Expect_a_Miracle genre Easy_listening Expect_a_Miracle producer Brian_Kelly_(composer_&_pianist) ,Expect a Miracle is produced by Brian Kelly (composer & pianist) and is in the easy listening genre.,Expect a Miracle is an easy listening album produced and written by Brian Kelly.
"New_Hampshire bird Purple_finch Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California ","Alan Shepard was born in New Hampshire on November 18th, 1923. He died in California. The purple finch is the bird of New Hampshire.",Alan Shepard died in California but was born in 1923 in New Hampshire. New Hampshire counts the purple finch amongst its native birds.
1147_Stavropolis absoluteMagnitude 11.5 1147_Stavropolis apoapsis 418476000000.0 1147_Stavropolis discoverer Grigory_Neujmin 1147_Stavropolis orbitalPeriod 1249.6 1147_Stavropolis periapsis 260855000000.0 ,"1147 Stavropolis, discovered by Grigory Neujmin, has an orbital period of 1249.6. It has an absolute magnitude of 11.5 and a periapsis of 260855000000.0. Its apoapsis is 418476000000.0.","1147 Stavropolis, an asteroid with an orbital period of 1249.6 days with 11.5 absolute magnitude, was discovered by Grigory Neujmin. This asteroid has an apoapsis of 418476000000.0 and periapsis of 260855000000.0."
Nord_(Year_of_No_Light_album) artist Year_of_No_Light Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) genre Sludge_metal Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 ,The band Year of No Light released the album Nord on 6 September 2006. The album is a sludge metal genre and was followed by Live at Roadburn 2008.,"Nord, a sludge metal album by Year of No Light, was released on September 6, 2006 and was followed by Live at Roadburn 2008."
Expect_a_Miracle followedBy Afterplay_(Brian_Kelly_album) Expect_a_Miracle precededBy Pools_of_Light_(Brian_Kelly_album) Expect_a_Miracle type Compilation_Album ,"Brian Kelly's album Pools of Light was followed by Expect a Miracle, which was followed by Afterplay. Expect a Miracle is a compilation album.",Brain Kelly's Expect a Miracle was a compilation album that was preceded by Pools of Light and followed by Afterplay.
Pontiac_Rageous assembly Michigan Michigan language English_language ,The English language is spoken in Michigan where the Pontiac Rageous is assembled.,The Pontiac Rageous is assembled in English speaking Michigan.
Lady_Anne_Monson nationality Kingdom_of_England Lady_Anne_Monson residence India Lady_Anne_Monson spouse George_Monson ,"Lady Anne Monson, a national of the Kingdom of England, lived in India and was married to George Monson.",Lady Anne Monson is from the Kingdom of England. She resided in India and was married to George Monson.
Bedford_Aerodrome icaoLocationIdentifier EGBF Bedford_Aerodrome runwaySurfaceType Concrete ,The ICAO Location Identifier for Bedford Aerodrome is EGBF and the runway surface is concrete.,Bedford Aerodrome with concrete runway has EGBF as its International Civil Aviation Organization (ICAO) identifier.
Super_Capers budget 2000000.0 Super_Capers gross 30955.0 Super_Capers runtime 98.0 Super_Capers starring Justin_Whalin ,"Super Capers, starring Justin Whalin, has a budget of $2,000,000, a gross of $309,550 and a runtime of 98 minutes.","Super Capers, which starred Justin Whalin, has a budget of 2000000, running time of 98 minutes and made $309555.0 at the box office."
Detroit isPartOf Michigan ,Detroit is part of Michigan.,The city of Detroit is part of Michigan.
Nurhan_Atasoy birthDate 1934-01-01 Nurhan_Atasoy citizenship Turkey Nurhan_Atasoy nationality Turkish_people Nurhan_Atasoy residence Istanbul ,Nurhan Atasoy was born on 1934-01-01 and is a Turkish citizen who lives in Istanbul.,"Nurhan Atasoy (born January 1, 1934) was a Turkish citizen and national who had a residence in Istanbul."
Israel areaTotal 20769100000.0 Liselotte_Grschebina birthPlace German_Empire Liselotte_Grschebina nationality Israel Israel officialLanguage Modern_Standard_Arabic Liselotte_Grschebina training School_of_Applied_Arts_in_Stuttgart ,Liselotte Grschebina was born in the German Empire and lives in Israel. She was trained at the School of Applied Arts in Stuttgart and her nationality is Israeli. Modern Standard Arabic is the official language of Israel and the country has a total area of 20769100000.0.,"Liselotte Grschebina was born in the German Empire, did her studies at the School of Applied Arts in Stuttgart and is an Israeli national. Israel has a total area of 20,769 square kilometers and one of the official languages of Israel Is Modern Standard Arabic."
"11th_Mississippi_Infantry_Monument established 2000 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania 11th_Mississippi_Infantry_Monument municipality Gettysburg,_Pennsylvania ","The 11th Mississippi Infantry Monument, established in 2000, is located in the municipality of Gettysburg, Adams County, Pennsylvania.","The 11th Mississippi Infantry Monument was established in 2000 in the municipality of Gettysburg, Adams County, Pennsylvania."
Kingdom_of_England dissolutionYear 1707 ,The Kingdom of England was dissolved in 1707.,The dissolution of the Kingdom of England took place in 1707.
Bionico country Mexico Bionico course Dessert Mexico currency Mexican_peso Bionico region Guadalajara ,"Bionico is a dessert found in Guadalajara, Mexico. The currency in Mexico is the Mexican peso.","Bionico is a food found in Mexico. Peso is the Mexican currency. Bionico is a dish served for dessert, from the Guadalajara region."
McVeagh_of_the_South_Seas director Cyril_Bruce McVeagh_of_the_South_Seas director Harry_Carey_(actor_born_1878) McVeagh_of_the_South_Seas starring Harry_Carey_(actor_born_1878) ,"McVeagh of the South Seas, starring Harry Carey (actor born 1878), was directed by Cyril Bruce and Harry Carey.","Harry Carey, born in 1878, both directed and had a role in McVeagh of the South Seas. The film was also directed by Cyril Bruce."
Bionico country Mexico Mexico currency Mexican_peso Mexico demonym Mexicans Bionico ingredient Granola Bionico region Guadalajara ,"Bionico is a food found in Guadalajara, Mexico. It contains granola. Mexicans are the people of Mexico where the currency is the Mexican peso.",Bionico (made with granola) is a food found in Guadalajara in Mexico. The currency of Mexico is the peso inhabited by Mexicans.
Dijon country France ,Dijon is located in France.,Dijon is in the country of France.
"Adams_County,_Pennsylvania hasToItsNorth Cumberland_County,_Pennsylvania 11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania ","The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania, which is south of Cumberland County, Pennsylvania.","Cumberland county, Pennsylvania is north of Adams County, Pennsylvania which is the location of the 11th Mississippi Infantry Monument."
Mermaid_(Train_song) genre Pop_rock Mermaid_(Train_song) runtime 3.16 ,The song Mermaid is a pop rock song and has a runtime of 3.16.,The pop rock song Mermaid by Train has a total runtime of three minutes and sixteen seconds.
Squeeze_(The_Velvet_Underground_album) followedBy 1969:_The_Velvet_Underground_Live ,Squeeze (The Velvet Underground album) was followed by 1969: The Velvet Underground Live.,The Velvet Underground album Squeeze was followed by the live album 1969: The Velvet Underground Live.
Ciudad_Ayala country Mexico ,Ciudad Ayala is in Mexico.,Ciudad Ayala is a city in Mexico.
Mermaid_(Train_song) genre Pop_rock Mermaid_(Train_song) musicalBand Train_(band) Mermaid_(Train_song) releaseDate 2012-12-27 Mermaid_(Train_song) runtime 3.16 ,The musical band Train is the band behind the pop rock song Mermaid. The song was released on 27 December 2012 and has a runtime of 3.16.,"Mermaid, a 3.16 minute pop rock song was released on the 27th of December, 2012, by the musical band, Train."
Michael_Rooker birthYear 1955-01-01 Justin_Whalin occupation Presenter Super_Capers starring Justin_Whalin Super_Capers starring Michael_Rooker ,Justin Whalin is a presenter and starred in Super Capers alongside Michael Rooker who was born on 1 January 1955 and in the film.,Justin Whalin was a presenter before starting in the movie Super Capers alongside Michael Rooker. Rooker was born in 1955.
Super_Capers distributor Lionsgate Super_Capers distributor Roadside_Attractions Roadside_Attractions foundingYear 2003-01-01 Super_Capers starring Justin_Whalin ,"Super Capers, starring Justin Whalin, was distributed by Lionsgate and Roadside Attractions, which was founded on January 1, 2003.",Super Capers was a film starring Justin Whalin distributed by Lionsgate and Roadside Attractions. Attractions was founded in 2003.
Istanbul areaMetro 5343000000.0 ,The area of the metro in Istanbul is 5343000000.0.,Istanbul has a metropolitan area of 5343000000.0.
Bionico country Mexico Bionico course Dessert Mexico currency Mexican_peso Mexico demonym Mexicans Mexico leader Silvano_Aureoles_Conejo Bionico region Guadalajara ,"Bionico is a dessert found in Guadalajara, Mexico. The currency in Mexico is the Mexican peso and the people who live there are called Mexicans. Silvano Aureoles Conejo is the leader of Mexico.","Bionico is a dessert found in Guadalajara, Mexico, where the leader is Silvano Aureoles Conejo, and its inhabitants, the Mexicans, use the peso as their currency."
Nie_Haisheng birthPlace Zaoyang Nie_Haisheng birthPlace Hubei Nie_Haisheng mission Shenzhou_10 ,"Nie Haisheng was born in Zaoyang, Hubei and was a crew member of the Shenzhou 10.","Nie Haisheng born in Zaoyang, Hubei Province took part in the Shenzhou 10 mission."
Campeonato_Brasileiro_Série_C champions Vila_Nova_Futebol_Clube Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Estádio_Municipal_Coaracy_da_Mata_Fonseca location Arapiraca Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 Agremiação_Sportiva_Arapiraquense season 2015 ,"Agremiação Sportiva Arapiraquense, who have 17000 members, play in the Campeonato Brasileiro Série C league in Brazil. They played in the 2015 season and their home ground is the Estadio Municipal Coaracy da Mata Fonseca in Arapiraca. Vila Nova Futebol Clube are the champions of the Campeonato Brasileiro Série C.","Estádio Municipal Coaracy da Mata Fonseca is the name of the ground of Agremiação Sportiva Arapiraquense & located in Arapiraca. Agremiação Sportiva Arapiraquense play in the Campeonato Brasileiro Série C league from Brazil (champions were The Vila Nova Futebol Clube), played in the 2015 season, and has 17000 members."
Adolfo_Suárez_Madrid–Barajas_Airport elevationAboveTheSeaLevel 610.0 Adolfo_Suárez_Madrid–Barajas_Airport location Paracuellos_de_Jarama Adolfo_Suárez_Madrid–Barajas_Airport operatingOrganisation ENAIRE Adolfo_Suárez_Madrid–Barajas_Airport runwayLength 3500.0 ,Adolfo Suarez Madrid-Barajas Airport is located in Paracuellos de Jarama and is operated by ENAIRE. The airport is 610 metres above sea level and has a runway length of 3500.0.,The Enaire operated Adolfo Suarez Madrid-Barajas Airport is based in Paracuellos de Jarama. It has a runway length of 3500 metres and is at an elevation of 610 metres above sea level.
