eids,input,prediction,actual,generation
Id26,20_Fenchurch_Street architect Rafael_Viñoly, Архитектором Фенчёрч-стрит 20 был Рафаэль Виняоль. ,"['""Фенчёрч-стрит 20"" было спроектировано архитектором Рафаэлем Виньоли.', 'Рафаэль Виньоли спроектировал ""Фенчёрч-стрит 20"".']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] 20_Fenchurch_Street architect Rafael_Viñoly [/TRIPLE] [ANW] Архитектором Фенчёрч-стрит 20 был Рафаэль Виняоль. [/ANW] 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1."
Id920,"A.C._Chievo_Verona fullName ""Associazione Calcio ChievoVerona S.r.l."" A.C._Chievo_Verona ground ""Verona, Italy"" A.C._Chievo_Verona numberOfMembers 39371 A.C._Chievo_Verona season 2014–15_Serie_A"," Верона, Италия - место расположения стадиона ФК ""Кьево"" (Верона), который насчитывает 39371 участника. Клуб играл в Чемпионате Италии по футболу 2014/2015. ","['Полное название ФК Кьево (Верона) - Associazione Calcio ChievoVerona S.r.l., а их родная площадка находится в Вероне, Италия, и вмещает 39371 болельщика. Клуб играл в Чемпионате Италии по футболу в сезоне 2014/2015.', 'ФК Клуб Кьево Клуб (Верона) играл в сезоне 2014-15 в Серии А и насчитывает 39371 участника. Их полное название - ""Associazione Calcio ChievoVerona S.r.l."" и их домашняя площадка - в Вероне, Италия.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] A.C._Chievo_Verona fullName ""Associazione Calcio ChievoVerona S.r.l."" A.C._Chievo_Verona ground ""Verona, Italy"" A.C._Chievo_Verona numberOfMembers 39371 A.C._Chievo_Verona season 2014–15_Serie_A [/TRIPLE] [ANW] Верона, Италия - место расположения стадиона ФК ""Кьево"" (Верона), который насчитывает 39371 участника. Клуб играл в Чемпионате Италии по футболу 2014/2015. [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/"
Id103,AFC_Ajax_(amateurs) season 2014–15_Topklasse," ФК ""Аякс (любители)"" играл в Топклассе в сезоне 2014-15. ","['ФК “Аякс (любители)” играли в Топклассе (Нидерланды) в сезоне 2014-2015 годов.', 'ФК “Аякс (любители)” играли в сезоне 2014-го Топклассе (Нидерланды).']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] AFC_Ajax_(amateurs) season 2014–15_Topklasse [/TRIPLE] [ANW] ФК ""Аякс (любители)"" играл в Топклассе в сезоне 2014-15. [/ANW] 1. ФК ""Аякс (любители)"" играл в Топклассе в сезоне 2014-15. [/ANW] 1. ФК ""Аякс (любители)"" играл в Топклассе в сезоне 2014-15. [/ANW] 1. ФК ""Аякс (любители)"" играл в Топклассе в сезоне 2014-15. [/ANW] 1. ФК ""Аякс (любители)"" играл в Топклассе в сезоне 2014-15. [/ANW] 1. ФК ""Аякс (любители)"" играл в Топклассе в сезоне 2014-15. [/ANW] 1. ФК ""Аякс (любители)"" играл в Топклассе в сезоне 2014-15. [/ANW] 1. ФК ""Аякс (любители)"" играл в Топклассе в сезоне 2014-15. [/ANW] 1. ФК ""Аякс (любители)"" играл в Топклассе в сезоне 2014-15. [/ANW] 1. ФК ""Аякс (любители)"" играл в Топклассе в сезоне 2014-15. [/ANW] 1. ФК ""Аякс (любители)"" играл в Топклассе в сезоне 2014-15. [/ANW] 1. ФК ""Аякс (любители)"" играл в Топклассе в сезоне 2014-15."
Id127,Azerbaijan_Premier_League champions Qarabağ_FK AZAL_PFK league Azerbaijan_Premier_League," ФК ""Карабах"" - чемпионы Азербайджанской футбольной Премьер-лиги, в которой играет ФК ""АЗАЛ"". ","['Клуб ""АЗАЛ"" состязается в Азербайджанской футбольной Премьер-лиге, чемпионат которой проводит ФК ""Карабах"".', 'АЗАЛ играет в Азербайджанской футбольной Премьер-лиге, где чемпионы - ФК ""Карабах"".', 'Несмотря на то, что АЗАЛ играет в Азербайджанской футбольной Премьер-лиге, ФК “Карабах” - чемпионы.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Azerbaijan_Premier_League champions Qarabağ_FK AZAL_PFK league Azerbaijan_Premier_League [/TRIPLE] [ANW] ФК ""Карабах"" - чемпионы Азербайджанской футбольной Премьер-лиги, в которой играет ФК ""АЗАЛ"". [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW] 1. [/ANW]"
Id7,New_York_City isPartOf New_Netherland Asser_Levy_Public_Baths location New_York_City," Общественные бани Ашера Леви находятся в Нью-Йорке, который был частью Новых Нидерландов. ","['Общественные бани Ашера Леви находятся в Нью-Йорке, частью которого является Новые Нидерланды.', 'Общественные бани Ашера Леви находятся в Нью-Йорке, частью которого являются Новые Нидерланды.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] New_York_City isPartOf New_Netherland Asser_Levy_Public_Baths location New_York_City [/TRIPLE] [ANW] Общественные бани Ашера Леви находятся в Нью-Йорке, который был частью Новых Нидерландов. [/ANW] 1. Нью-Йорк - часть Новых Нидерландов. 2. Общественные бани Ашера Леви находятся в Нью-Йорке. [/ANW] 1. Нью-Йорк - часть Новых Нидерландов. 2. Общественные бани Ашера Леви находятся в Нью-Йорке. [/ANW] 1. Нью-Йорк - часть Новых Нидерландов. 2. Общественные бани Ашера Леви находятся в Нью-Йорке. [/ANW] 1. Нью-Йорк - часть Новых Нидерландов. 2. Общественные бани Ашера Леви находятся в Нью-Йорке. [/ANW] 1. Нью-Йорк - часть Новых Нидерландов. 2. Общественные бани Ашера Леви находятся в Нью-Йорке. [/ANW] 1. Нью-Йорк - часть Новых Нидерландов. 2. Общественные бани Ашера Леви находятся в Нью-Йорке. [/ANW] 1. Нью-Йорк - часть Новых Нидерландов. 2. Общественные бани Ашера Леви находятся в Нью-Йорке. [/ANW] 1. Нью-Йорк - часть Новых Нидерландов. 2. Общественные бани Ашера Леви находятся в Нью-Йорке. [/ANW] 1. Нью-Йорк - часть Новых Нидерландов. 2. Общественные бани Ашера Леви находятся в Нью-Йорке. [/ANW] 1. Нью-Йорк - часть Новых Нидерландов. 2. Общественные бани Ашера"
Id233,Philippines language Philippine_English, На Филиппинах говорят на филиппинском английском. ,"['Филиппинский язык - это язык, на котором говорят на Филиппинах.', 'Филиппинский английский является языком Филиппин.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Philippines language Philippine_English [/TRIPLE] [ANW] На Филиппинах говорят на филиппинском английском. [/ANW] 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1"
Id18,"Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology established 2000 Acharya_Institute_of_Technology motto ""Nurturing Excellence"" Acharya_Institute_of_Technology state Karnataka"," Технологический институт Ачарья в Бангалоре, Карнатака, Индия, был создан в 2000 году. Его девиз - ""Воспитывать совершенство"". Он входит в состав Технологического университета Висвесварайя и имеет свой кампус в Солдеванахалли, Ачарья д-р Сарвапалли Радхакришнан Роуд, Хессаргхатта Мейн Роуд, Бангалор - 560090. ","['Местонахождение Технологического института Ачарья - ""В Солдеванахалли, Ачарья Д-р Сарвапалли Радхакришнан Роуд, Д-р Сарвапалли Радхакришнан Роуд, Бангалор - 560090"". Институт был создан в 2000 году в штате Карнатака, Индия, и имеет девиз ""Воспитывать совершенство"". Он связан с Технологическим университетом Висвесварайя.', 'Центр Технологического института Ачарья расположен в Солдеванахалли, Ачарья Д-р Сарвапалли Радхакришнан Роуд, Хессаргхатта Мейн Роуд, Бангалор, Карнатака, Индия, 560090. Он был создан в 2000 году, и его девиз - ""Воспитывать совершенство"". Он входит в Технологический университет Висвесварайя.', 'Технологический институт Ачарья в Бангалоре, Индия, связан с Технологическим университетом Висвесварайя. Школа располагается в штате Карнатака и была создана в 2000 году. Она использует фразу «Воспитывать совершенство» в качестве своего девиза, и его полный адрес - Солдеванахалли, Ачарья Д-р Сарвапалли Радхакришнан Роуд, Хессаргхатта Мейн Роуд, Бангалор – 560090.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology established 2000 Acharya_Institute_of_Technology motto ""Nurturing Excellence"" Acharya_Institute_of_Technology state Karnataka [/TRIPLE] [ANW] Технологический институт Ачарья в Бангалоре, Карнатака, Индия, был создан в 2000 году. Его девиз - ""Воспитывать совершенство"". Он входит в состав Технологического университета Висвесварайя и имеет свой кампус в Солдеванахалли, Ачарья д-р Сарвапалли Радхакришнан Роуд, Хессаргхатта Мейн Роуд, Бангалор - 560090. [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/AN"
Id268,Bionico course Dessert Bionico dishVariation Cottage_cheese Bionico ingredient Raisin," Бионико - десерт, который содержит изюм и может быть приготовлен с творогом. ","['Бионико – десерт, в котором содержится изюм. Его можно разнообразить с помощью зернёного творога.', 'Десерт бионико содержит изюм и его можно разнообразить, добавив зернистый творог.', 'Бионико содержит изюм и может разнообразиться при помощи творога, он подается как десертное блюдо.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Bionico course Dessert Bionico dishVariation Cottage_cheese Bionico ingredient Raisin [/TRIPLE] [ANW] Бионико - десерт, который содержит изюм и может быть приготовлен с творогом. [/ANW] 1. Бионико - десерт, который содержит изюм. 2. Бионико может быть приготовлен с творогом. [/ANW] 1. Бионико - десерт, который содержит изюм. 2. Бионико может быть приготовлен с творогом. [/ANW] 1. Бионико - десерт, который содержит изюм. 2. Бионико может быть приготовлен с творогом. [/ANW] 1. Бионико - десерт, который содержит изюм. 2. Бионико может быть приготовлен с творогом. [/ANW] 1. Бионико - десерт, который содержит изюм. 2. Бионико может быть приготовлен с творогом. [/ANW] 1. Бионико - десерт, который содержит изюм. 2. Бионико может быть приготовлен с творогом. [/ANW] 1. Бионико - десерт, который содержит изюм. 2. Бионико может быть приготовлен с творогом. [/ANW] 1. Бионико - десерт, который содержит изюм. 2. Бионико может быть приготовлен с творогом. [/ANW] 1. Бионико - десерт, который содержит изюм. 2. Бионико может быть приготовлен с творогом. [/ANW] 1. Бионико - десерт, который содержит изюм. 2. Бионико может быть приготовлен с творогом. [/ANW] 1. Бионико - десерт, который содержит"
Id64,"Al_Asad_Airbase location Iraq Al_Asad_Airbase operatingOrganisation United_States_Air_Force Al_Asad_Airbase runwayLength 3992.88 Al_Asad_Airbase runwayName ""08/26"""," Авиабаза Аль Асад находится в Ираке и эксплуатируется Военно-воздушными силами США. Длина взлетно-посадочной полосы 08/26 составляет 3992,88. ","['Авиабаза Аль Асад в Ираке эксплуатируется военно-воздушными силами США. Взлетно-посадочная полоса имеет название - 08/26 и длину - 3992,88.', 'Эксплуатирующей организацией авиабазы ""Аль Асад"" в Ираке являются Военно-воздушные силы США. Длина взлетно-посадочной полосы составляет 3993,88, а ее номер 08/26.', 'Авиабаза ""Аль Асад"" (расположенная в Ираке) эксплуатируется военно-воздушными силами США. Длина взлетно-посадочной полосы под номером 08/26 составляет 3 992,88.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Al_Asad_Airbase location Iraq Al_Asad_Airbase operatingOrganisation United_States_Air_Force Al_Asad_Airbase runwayLength 3992.88 Al_Asad_Airbase runwayName ""08/26"" [/TRIPLE] [ANW] Авиабаза Аль Асад находится в Ираке и эксплуатируется Военно-воздушными силами США. Длина взлетно-посадочной полосы 08/26 составляет 3992,88. [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW"
Id27,Rolando_Maran club Carrarese_Calcio A.C._Chievo_Verona manager Rolando_Maran," Роландо Маран, который управляет ФК ""Кьево"" (Верона), играет за ""Каррарезе"". ","['Менеджером ФК Клуб Кьево (Верона) является Роландо Маран, который играет за Каррарезе.', 'Менеджер ФК ""Кьево"" (Верона) - Роландо Маран, он играл за ""Каррарезе"".', 'Менеджер ФК ""Кьево"" (Верона) - Роландо Маран, который состоит в клубе ""Каррарезе"".']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Rolando_Maran club Carrarese_Calcio A.C._Chievo_Verona manager Rolando_Maran [/TRIPLE] [ANW] Роландо Маран, который управляет ФК ""Кьево"" (Верона), играет за ""Каррарезе"". [/ANW] 1. [/ANW] 1. Роландо Маран, который управляет ФК ""Кьево"" (Верона), играет за ""Каррарезе"". [/ANW] 2. [/ANW] 2. Роландо Маран, который управляет ФК ""Кьево"" (Верона), играет за ""Каррарезе"". [/ANW] 3. [/ANW] 3. Роландо Маран, который управляет ФК ""Кьево"" (Верона), играет за ""Каррарезе"". [/ANW] 4. [/ANW] 4. Роландо Маран, который управляет ФК ""Кьево"" (Верона), играет за ""Каррарезе"". [/ANW] 5. [/ANW] 5. Роландо Маран, который управляет ФК ""Кьево"" (Верона), играет за ""Каррарезе"". [/ANW] 6. [/ANW] 6. Роландо Маран, который управляет ФК ""Кьево"" (Верона), играет за ""Каррарезе"". [/ANW] 7. [/ANW] 7. Роландо Маран, который управляет ФК ""Кьево"" (Верона), играет за ""Каррарезе"". [/ANW] 8. [/ANW] 8. Роландо Маран, который управляет ФК ""Кьево"" (Верона), играет за ""Каррарезе"". [/ANW] 9. [/ANW] 9."
Id5,Turkey largestCity Istanbul Turkey leader Ahmet_Davutoğlu Turkey leaderTitle President_of_Turkey Atatürk_Monument_(İzmir) location Turkey," Ахмет Давутоглу - президент Турции, где крупнейший город - Стамбул. В Турции также находится памятник Ататюрку. ","['Памятник Ататюрку расположен в Измире, Турция, стране, крупнейшим городом которой является Стамбул, а Ахмет Давутоглу – её лидером, президентом Турции.', 'Памятник Ататюрку (Измир) находится в Турции, где самый крупный город - Стамбул, а лидер - президент Турции - называется Ахмет Давутоглу.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Turkey largestCity Istanbul Turkey leader Ahmet_Davutoğlu Turkey leaderTitle President_of_Turkey Atatürk_Monument_(İzmir) location Turkey [/TRIPLE] [ANW] Ахмет Давутоглу - президент Турции, где крупнейший город - Стамбул. В Турции также находится памятник Ататюрку. [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/"
Id176,Ashgabat_International_Airport location Ashgabat, Аэропорт имени Сапармурата Туркменбаши расположен в Ашхабаде. ,"['Международный аэропорт Ашхабада расположен в Ашхабаде.', 'Ашхабад является местом расположения международного аэропорта Ашхабад.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Ashgabat_International_Airport location Ashgabat [/TRIPLE] [ANW] Аэропорт имени Сапармурата Туркменбаши расположен в Ашхабаде. [/ANW] 1. Аэропорт имени Сапармурата Туркменбаши расположен в Ашхабаде. [/ANW] 2. Аэропорт имени Сапармурата Туркменбаши расположен в Ашхабаде. [/ANW] 3. Аэропорт имени Сапармурата Туркменбаши расположен в Ашхабаде. [/ANW] 4. Аэропорт имени Сапармурата Туркменбаши расположен в Ашхабаде. [/ANW] 5. Аэропорт имени Сапармурата Туркменбаши расположен в Ашхабаде. [/ANW] 6. Аэропорт имени Сапармурата Туркменбаши расположен в Ашхабаде. [/ANW] 7. Аэропорт имени Сапармурата Туркменбаши расположен в Ашхабаде. [/ANW] 8. Аэропорт имени Сапармурата Туркменбаши расположен в Ашхабаде. [/ANW] 9. Аэропорт имени Сапармурата Туркменбаши расположен в Ашхабаде. [/ANW] 10. Аэропорт имени Сапармурата Туркменбаши расположен в Ашхабаде. [/ANW] 11. Аэропорт имени Сапармурата Туркменбаши расположен в Ашхабаде. [/ANW] 12. Аэропорт имени Сапармурата Туркменбаши расположен в Ашхабаде. [/ANW] 13. Аэропорт имени Сапармурата Туркменбаши расположен в Ашхабаде. [/ANW] 14. Аэропорт имени Сапармурата Туркменбаши расположен в Ашха"
Id27,Acharya_Institute_of_Technology numberOfPostgraduateStudents 700, В Технологическом институте Ачарья насчитывается 700 аспирантов. ,"['Число магистров и аспирантов в Технологическом институте Ачарья составляет около 700 человек.', 'Число магистров и аспирантов в Технологическом институте Ачарья составляет ~700 человек.', 'В Технологическом институте Ачарья насчитывается около 700 магистров и аспирантов.', 'В Технологическом институте Ачарья насчитывается около 700 магистров и аспирантов.', 'Технологический институт Ачарья имеет 700 магистров и аспирантов.', '700 студентов учатся в магистратуре и аспирантуре в Технологическом институте Ачарья.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Acharya_Institute_of_Technology numberOfPostgraduateStudents 700 [/TRIPLE] [ANW] В Технологическом институте Ачарья насчитывается 700 аспирантов. [/ANW] 1. Ачарья Технологический институт насчитывает 700 аспирантов. [/ANW] 2. В Технологическом институте Ачарья насчитывается 700 аспирантов. [/ANW] 3. В Технологическом институте Ачарья насчитывается 700 аспирантов. [/ANW] 4. В Технологическом институте Ачарья насчитывается 700 аспирантов. [/ANW] 5. В Технологическом институте Ачарья насчитывается 700 аспирантов. [/ANW] 6. В Технологическом институте Ачарья насчитывается 700 аспирантов. [/ANW] 7. В Технологическом институте Ачарья насчитывается 700 аспирантов. [/ANW] 8. В Технологическом институте Ачарья насчитывается 700 аспирантов. [/ANW] 9. В Технологическом институте Ачарья насчитывается 700 аспирантов. [/ANW] 10. В Технологическом институте Ачарья насчитывается 700 аспирантов. [/ANW] 11. В Технологическом институте Ачарья насчитывается 700 аспирантов. [/ANW] 12. В Технологическом институте Ачарья насчитывается 700 аспирантов. [/ANW] 13. В Технологическом институте Ачарья насчитывается 700 аспирантов. [/ANW] 14. В Те"
Id29,"Adirondack_Regional_Airport locationIdentifier ""SLK""", Идентификатор местоположения регионального аэропорта Адирондак - SLK. ,"['Идентификатор местоположения регионального аэропорта Адирондак - SLK.', 'SLK - идентификатор регионального аэропорта Адирондак.', 'Идентификатор местоположения регионального аэропорта Адирондак - SLK.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Adirondack_Regional_Airport locationIdentifier ""SLK"" [/TRIPLE] [ANW] Идентификатор местоположения регионального аэропорта Адирондак - SLK. [/ANW] 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1."
Id40,"Elliot_See birthPlace Dallas Dallas part Collin_County,_Texas Dallas partsType List_of_counties_in_Texas"," Эллиот Си родился в Далласе, который является частью округа Коллин в Техасе. ","['Эллиот Си родился в Далласе, округ Коллин, Техас.', 'Эллиот Си родился в Далласе, расположенном в округе Коллин в Техасе.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Elliot_See birthPlace Dallas Dallas part Collin_County,_Texas Dallas partsType List_of_counties_in_Texas [/TRIPLE] [ANW] Эллиот Си родился в Далласе, который является частью округа Коллин в Техасе. [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW]  [/ANW] "
Id55,Blockbuster_(comicsCharacter) creator Gardner_Fox Blockbuster_(comicsCharacter) creator Roger_Stern, Персонаж комиксов Блокбастер был создан Гарднером Фоксом и Роджером Стерном. ,"['Персонаж Блокбастер был создан Гарднером Фоксом и Роджером Стерном.', 'Персонаж комиксов Блокбастер был создан Гарднером Фоксом и Роджером Стерном.']","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Blockbuster_(comicsCharacter) creator Gardner_Fox Blockbuster_(comicsCharacter) creator Roger_Stern [/TRIPLE] [ANW] Персонаж комиксов Блокбастер был создан Гарднером Фоксом и Роджером Стерном. [/ANW] 1. 2020-06-24 11:52:00. 2. 2020-06-24 11:52:00. 3. 2020-06-24 11:52:00. 4. 2020-06-24 11:52:00. 5. 2020-06-24 11:52:00. 6. 2020-06-24 11:52:00. 7. 2020-06-24 11:52:00. 8. 2020-06-24 11:52:00. 9. 2020-06-24 11:52:00. 10. 2020-06-24 11:52:00. 11. 2020-06-24 11:52:00. 12. 2020-06-24 11:52:00. 13. 2020-06-24 11:52:00. 14. 2020-06-24 11:52:00. 15. 2020-06-24 11:52:00. 16. 2020-06-24 11:52:00. 17. 202"
